iter,pi_g,true_pi
1000,2.488492445633083e-8,0
1001,2.0158614637192517e-5,0
1002,8.620305422857755e-13,0
1003,1.9708919397628966e-7,0
1004,3.034896800752036e-17,0
1005,8.915527883784426e-8,0
1006,1.003221430058937e-6,0
1007,2.9082293682994523e-5,0
1008,5.128216110932377e-7,0
1009,1.9389731999114563e-10,0
1010,3.041235875624979e-10,0
1011,5.99804520176025e-7,0
1012,5.834205122447764e-5,0
1013,1.7530471371702466e-8,0
1014,2.4415383029006077e-18,0
1015,7.100237777745684e-7,0
1016,1.17178453934271e-12,0
1017,9.499420975201988e-5,0
1018,1.7738502784122557e-8,0
1019,1.7277233741769282e-14,0
1020,1.920826004424251e-9,0
1021,1.6985461090896457e-4,0
1022,8.469995022365076e-6,0
1023,9.95508186496381e-11,0
1024,5.084045364565674e-8,0
1025,1.6483072062659885e-18,0
1026,1.3863775816307948e-6,0
1027,2.688539479436372e-7,0
1028,2.5828188565062646e-7,0
1029,6.527301680965508e-11,0
1030,9.837923500869773e-13,0
1031,6.094664171774331e-7,0
1032,5.1224778495876555e-6,0
1033,7.100985755105961e-9,0
1034,1.2279916817213973e-12,0
1035,2.67617475205291e-10,0
1036,2.7092620727962327e-8,0
1037,1.039093323131456e-5,0
1038,3.3489189675278634e-7,0
1039,2.2301449032620135e-7,0
1040,2.555083747265173e-16,0
1041,8.528917796615136e-18,0
1042,3.453072605345452e-5,0
1043,2.7587776280717665e-7,0
1044,4.4562662984558107e-11,0
1045,1.206277629010411e-6,0
1046,2.8268299500864584e-5,0
1047,8.726335258161585e-11,0
1048,3.224289324595684e-5,0
1049,7.333664769566516e-5,0
1050,4.5980017964814875e-7,0
1051,2.769204868693963e-10,0
1052,3.794988141040148e-10,0
1053,5.2246131870405235e-8,0
1054,4.150235267016772e-6,0
1055,2.0588597922362345e-5,0
1056,3.5983823177406307e-9,0
1057,4.3852887687774876e-17,0
1058,9.851182056689506e-8,0
1059,1.3186926117362902e-15,0
1060,2.9885185982812595e-5,0
1061,2.667835186009415e-6,0
1062,9.696351273810267e-17,0
1063,1.5789884625996023e-16,0
1064,2.075356986772879e-9,0
1065,3.5809256570535627e-6,0
1066,7.435708075008984e-5,0
1067,2.3892160921373746e-14,0
