iter,pi
621,0.19666323770640326
622,0.1770361818868263
623,0.21233060382233895
624,0.1848128878439635
625,0.20717437630801164
626,0.2073083381352086
627,0.1953401397137244
628,0.20714577343680332
629,0.1976817437232163
630,0.19943765919696338
631,0.19804663450345947
632,0.2157732022213526
633,0.22066961551183145
634,0.18238755772790136
635,0.1914086913018952
636,0.19581871176620635
637,0.19962744629594498
638,0.18124345307493359
639,0.21137975527808273
640,0.177639705097113
641,0.19757687810491165
642,0.2151446713705324
643,0.20258913822958174
644,0.18863511069818217
645,0.20573734838853963
646,0.20626271856693218
647,0.2044357135403077
648,0.19505150555387038
649,0.2001820332859518
650,0.1946505422222574
651,0.21173482624897097
652,0.18459098700416257
653,0.19709454990170758
654,0.22515529947985236
655,0.19572400984894386
656,0.20343048894416751
657,0.19349042820498202
658,0.19515564164837798
659,0.1797829000977824
660,0.18847441390137187
661,0.20251277970093115
662,0.19151582485730037
663,0.19198463258249743
664,0.1869148112043651
665,0.18238631158189775
666,0.19892730286185537
667,0.1990479493023726
668,0.2116201246007998
669,0.18194061903055603
670,0.19719578936230703
671,0.2107088752350757
672,0.1834253396676784
673,0.21276448233630502
674,0.2094969152041113
675,0.2078100170305527
676,0.17836653310082579
677,0.21722065270536334
678,0.19651851046207677
679,0.18495220954347086
680,0.1788170131839879
681,0.1803616273591922
682,0.20453674022765664
683,0.1896882357878249
684,0.19321913339253538
685,0.18791399525681626
686,0.20147478915154074
687,0.1798561780416313
688,0.20315488669596662
689,0.20620293179929747
690,0.1949663215401424
691,0.20190632005067588
692,0.20769297621814067
693,0.2202984904287236
694,0.19752348439106027
695,0.20318378354689937
696,0.1850632713995173
697,0.19544025077724608
698,0.19037607201616139
699,0.20241279732003978
700,0.21821099015994014
701,0.1952169593226016
702,0.21267160541078556
703,0.2015096033581305
704,0.18611522683446033
705,0.1989594670106065
706,0.19009321141256255
707,0.2027033262779749
708,0.19559079730624304
709,0.19793845651344655
710,0.2129900168198563
711,0.19712812863256565
712,0.19096653560718957
713,0.20777786165531986
714,0.21793894714146256
715,0.19587000949116307
716,0.2013199414539449
717,0.20841569534418455
718,0.1915717415082026
719,0.20346411599125117
720,0.19126634013433932
721,0.19807546107837354
722,0.19860704568927026
723,0.1973782267119451
724,0.1907049812137679
725,0.22811331424992787
726,0.19286354654533389
727,0.198808625139513
728,0.1841894890730449
729,0.19277629465751375
730,0.18413943162955104
731,0.17999913252877772
732,0.19497781252906124
733,0.17976541129888937
734,0.18729649494776737
735,0.2022334083853615
736,0.1976793125206838
737,0.20516040257259335
738,0.20223272918699878
739,0.19882734955633885
740,0.20531199566571073
741,0.18338444781776683
742,0.19331627734725196
743,0.1859102029406924
744,0.18669267606511694
745,0.18961665959634438
746,0.1923669057660106
747,0.20593199198286324
748,0.2007656219490234
749,0.18765527379545222
750,0.1994116103483895
751,0.18332899283181175
752,0.22178821304329455
753,0.19375828223199265
754,0.2107180422979039
755,0.21372901906648717
756,0.20687003870564566
757,0.1872350742380116
758,0.19154594353066942
759,0.1890447741699357
760,0.2098720123917687
761,0.2014225238254454
762,0.21350056592567943
763,0.2079537629817982
764,0.21772243164753421
765,0.1959535014882461
766,0.20847700880606776
767,0.20890054883723322
768,0.23369160740312958
769,0.18446887787698213
770,0.1798957844045864
771,0.18577214677555068
772,0.19468152222138452
773,0.19444176963758897
774,0.18462988246490472
775,0.18982750517372918
776,0.17709228534973573
777,0.18436066142441584
778,0.19877950515592605
779,0.19577499015264843
780,0.19699851972021878
781,0.16543253020766038
782,0.1858698564461495
783,0.194513765270381
784,0.18200931214311003
785,0.18874681475041108
786,0.20168490890259594
787,0.19878347695325715
788,0.2059099194868168
789,0.19057355602965173
790,0.20674797976804346
791,0.19179319558764732
792,0.17946191876138226
793,0.18072304317902643
794,0.19365313951249125
795,0.21941737357682087
796,0.1950658494066344
797,0.18652934447139163
798,0.20119393191866897
799,0.22566283268246085
800,0.21481190539601408
801,0.2155373692519347
802,0.2059314544087922
803,0.20205906516545688
804,0.19206418082102364
805,0.18741383822488772
806,0.21504000138139537
807,0.2214936332071247
808,0.18775867194162835
809,0.18312989695131004
810,0.20449668585352562
811,0.19956130595701663
812,0.1942392252808774
813,0.1880623606632857
814,0.217757582498342
815,0.19770421794102494
816,0.1925751458059521
817,0.1868442270537755
818,0.18233135652654972
819,0.1887418916107071
820,0.21005578280770748
821,0.20614237604428168
822,0.19027769078427778
823,0.20843849625316097
824,0.20235269766678157
825,0.20431735385727393
826,0.19488595615397328
827,0.19105706691561028
828,0.19256783595530902
829,0.21664301669575076
830,0.20451185252851256
831,0.18533307068716892
832,0.18494376241041705
833,0.21214674785295964
834,0.1899757631453882
835,0.20631805731146222
836,0.1762864628719806
837,0.19099411309502007
838,0.22074208228112271
839,0.20002352851195412
840,0.19346136040086107
841,0.2120322592435107
842,0.1866638645024319
843,0.21299814126910244
844,0.1929810324212523
845,0.228359149050857
846,0.1983094055669093
847,0.18648458089103004
848,0.20307883438250218
849,0.1739869733203941
850,0.1885111668996235
851,0.2010119664837786
852,0.1971917485372687
853,0.19986849598091988
854,0.19416873579721272
855,0.19817532041086294
856,0.19523557374235373
857,0.2053071571560302
858,0.19876282034051956
859,0.19001012209317972
860,0.20542393119693625
861,0.19901857104146264
862,0.19627067335233195
863,0.20725123508081691
864,0.19678651566425517
865,0.18902010250050752
866,0.1969703747788689
867,0.21213367720549478
868,0.18566422123462653
869,0.20359491771388039
870,0.19142516989836753
871,0.20489034267370582
872,0.1926439167679125
873,0.20846659169539558
874,0.19801547543991058
875,0.20325320527715293
876,0.2118367571159536
877,0.19571268226005065
878,0.195724503519935
879,0.1954698505664525
880,0.18806445588421233
881,0.19891180520177962
882,0.21602572026524958
883,0.20771294055641287
884,0.1766874947617293
885,0.19447396128963138
886,0.21856207681286785
887,0.2020280546043553
888,0.17920193936283335
889,0.18224656148971502
890,0.2090818374394652
891,0.20329468869990056
892,0.21083797833894485
893,0.21324925077996792
894,0.1853977694262442
895,0.18426791898154204
896,0.18918331424254903
897,0.2114168519762906
898,0.2086998777353895
899,0.21319653323041668
900,0.19841100395207828
901,0.190476782326506
902,0.1969992306423229
903,0.22361706171842186
904,0.21717588983252906
905,0.20858922401349786
906,0.22058062071793363
907,0.1809237584208852
908,0.18363415809436145
909,0.20256965548211786
910,0.18739573188465464
911,0.18855350492745288
912,0.19391076860878306
913,0.18820490051069466
914,0.19959376511060029
915,0.20759497356116194
916,0.21605821034057532
917,0.19785536182503505
918,0.18032573435735985
919,0.1962422621565428
920,0.18271747749053383
921,0.19747327184133068
922,0.2082736475495086
923,0.2108601769423084
924,0.18588733745452526
925,0.2160385316138669
926,0.21130656050919813
927,0.1881848275372903
928,0.21166584173227193
929,0.18996024348412924
930,0.19728145798917915
931,0.198981301975162
932,0.1791096120775974
933,0.17954421137781307
934,0.19910061601988552
935,0.1970853891954216
936,0.19119227387479898
937,0.19797560001695
938,0.2067612490488299
939,0.17716549380201263
940,0.2004690828146042
941,0.19646376679629132
942,0.20674096555080854
943,0.20368169687059817
944,0.20920949510642464
945,0.20658969010363953
946,0.20878972127185078
947,0.19639276277430687
948,0.19835950346160075
949,0.2126875924152051
950,0.19540324657499075
951,0.20997272288175353
952,0.21081105079841267
953,0.19942981820411423
954,0.18941630445245874
955,0.1870275248213635
956,0.20839640328018647
957,0.19465360073098048
958,0.18307010746709332
959,0.19386945597496655
960,0.19493128293071862
961,0.1973812047452434
962,0.19371059800940763
963,0.19316721909710285
964,0.18419328253033526
965,0.20352734064283542
966,0.20662249867918048
967,0.19648202437609807
968,0.19930593611124983
969,0.1816419109925406
970,0.21323559998321456
971,0.21842825068030738
972,0.18346729991936783
973,0.19543488429264455
974,0.19335277537998144
975,0.1859856892411823
976,0.22055397650725805
977,0.20722021149106945
978,0.18593232983907054
979,0.19781452291785495
980,0.1937195225934527
981,0.20850378869263406
982,0.1923444778916708
983,0.1897279420901401
984,0.1952587000917276
985,0.20186879634047164
986,0.1913649975823392
987,0.1898423633732842
988,0.1915635244465851
989,0.20332475881743772
990,0.21187373332463608
991,0.18983088886549482
992,0.21097515598660171
993,0.19836327327849196
994,0.2129479051655745
995,0.20850764998007573
996,0.20340030770347872
997,0.18837725039159156
998,0.19909526662362248
999,0.1964347734650168
1000,0.2047426413076108
