iter,pi_g,true_pi
1000,0.010512790635714078,0.1
1001,0.059483107459273314,0.1
1002,0.09696933174421823,0.1
1003,0.04074789350327132,0.1
1004,0.13990794537460902,0.1
1005,0.0397590646782051,0.1
1006,0.0795895681234979,0.1
1007,0.047341716576513676,0.1
1008,0.07740311405053232,0.1
1009,0.10665710936077319,0.1
1010,0.038877268461007974,0.1
1011,0.09806087141825368,0.1
1012,0.0358172210440966,0.1
1013,0.06979950854757654,0.1
1014,0.039731778524066994,0.1
1015,0.048320738810067376,0.1
1016,0.04847158556770026,0.1
1017,0.08390140320796187,0.1
1018,0.13950768978257724,0.1
1019,0.03271177295117842,0.1
1020,0.01740714167915603,0.1
1021,0.0728583831212638,0.1
1022,0.04151628868679211,0.1
1023,0.07726424069538004,0.1
1024,0.09015551922556965,0.1
1025,0.0776163707812788,0.1
1026,0.05629034375876565,0.1
1027,0.0790612617253415,0.1
1028,0.186929561889416,0.1
1029,0.038692092494477796,0.1
1030,0.05963773768667392,0.1
1031,0.042686873926567066,0.1
1032,0.10192916824565566,0.1
1033,0.07553699802321281,0.1
1034,0.03637299543432645,0.1
1035,0.0454992020435764,0.1
1036,0.09034343197134977,0.1
1037,0.055758737746114694,0.1
1038,0.07587755505690351,0.1
1039,0.01830322100072532,0.1
1040,0.037756756381455675,0.1
1041,0.062031364250123934,0.1
1042,0.030652928006853243,0.1
1043,0.03267925158827154,0.1
1044,0.04344200994783486,0.1
1045,0.12428052259539787,0.1
1046,0.06556309226778005,0.1
1047,0.04092698428896195,0.1
1048,0.08238693811366062,0.1
1049,0.04627609370939814,0.1
1050,0.08618979388376323,0.1
1051,0.07034892726244162,0.1
1052,0.06384606861351776,0.1
1053,0.09891780769139052,0.1
1054,0.012880136765887078,0.1
1055,0.06542083839619364,0.1
1056,0.05622184382197215,0.1
1057,0.038919715467387594,0.1
1058,0.10497291749676446,0.1
1059,0.04551910228857537,0.1
1060,0.02815909212174222,0.1
1061,0.011322665139830419,0.1
1062,0.08997178126253504,0.1
1063,0.1020362080057561,0.1
1064,0.09502893892433023,0.1
1065,0.026193961308170914,0.1
1066,0.021614192158625346,0.1
1067,0.029667056377782858,0.1
1068,0.06861220743776636,0.1
1069,0.12495089415805528,0.1
1070,0.046632330797768545,0.1
1071,0.08508973345612421,0.1
1072,0.11722740635213727,0.1
1073,0.06544782757750787,0.1
1074,0.11324194785867739,0.1
1075,0.04397066070459672,0.1
1076,0.05167160504326416,0.1
1077,0.031764494902342816,0.1
1078,0.13137368069808167,0.1
1079,0.07890057255053197,0.1
1080,0.04497792566308157,0.1
1081,0.09478776375223337,0.1
1082,0.09283706556284403,0.1
1083,0.053033650760432545,0.1
1084,0.11696017062773789,0.1
1085,0.02609753276802078,0.1
1086,0.06937150801443596,0.1
1087,0.03778421541175723,0.1
1088,0.043905505459054875,0.1
1089,0.10755373921836237,0.1
1090,0.03257535099234276,0.1
1091,0.13505321105854542,0.1
1092,0.0558674645603546,0.1
1093,0.16837710485743498,0.1
1094,0.08448241505387603,0.1
1095,0.08457326925831961,0.1
1096,0.1434064019384376,0.1
1097,0.07265259295780283,0.1
1098,0.02662836598793403,0.1
1099,0.05095577095307075,0.1
1100,0.0807472270403794,0.1
1101,0.1275184866920022,0.1
1102,0.07425466365294299,0.1
1103,0.04946616214886166,0.1
1104,0.06432549984560722,0.1
1105,0.05458317352682748,0.1
1106,0.0819838316623775,0.1
1107,0.08626571177881658,0.1
1108,0.07143212834032708,0.1
1109,0.07760248548209484,0.1
1110,0.08622195208236855,0.1
1111,0.015565080349972626,0.1
1112,0.0647921317962757,0.1
1113,0.11450952429421442,0.1
1114,0.04638452760957505,0.1
1115,0.060206174015623726,0.1
1116,0.06734222283894829,0.1
1117,0.09990885823864562,0.1
1118,0.05792817209011078,0.1
1119,0.04972438607753074,0.1
1120,0.03832818680887136,0.1
1121,0.03157320132411973,0.1
1122,0.03971442758372975,0.1
1123,0.04301168572493137,0.1
1124,0.04269949085127361,0.1
1125,0.0429487789856638,0.1
1126,0.025624652931992273,0.1
1127,0.07569715803857158,0.1
1128,0.06540859546402135,0.1
1129,0.08332215698982927,0.1
1130,0.11556912362029148,0.1
1131,0.08851529573432079,0.1
1132,0.17447150486874624,0.1
1133,0.13248972957158492,0.1
1134,0.1157603486948898,0.1
1135,0.1162242155823197,0.1
1136,0.054149771510500926,0.1
1137,0.0734530708979106,0.1
1138,0.10366816691943985,0.1
1139,0.06404641882964605,0.1
1140,0.04609619996568866,0.1
1141,0.03729882054327869,0.1
1142,0.041397340170868976,0.1
1143,0.044362140135338984,0.1
1144,0.1000382466795931,0.1
1145,0.047289985547210325,0.1
1146,0.042137431296990005,0.1
1147,0.05132769387473724,0.1
1148,0.09151638542601948,0.1
1149,0.02547406213733117,0.1
1150,0.09606320762885004,0.1
1151,0.11949834731446879,0.1
1152,0.07755759713452597,0.1
1153,0.03600933802610899,0.1
1154,0.043586249500305076,0.1
1155,0.07386631311946804,0.1
1156,0.030784782012445784,0.1
1157,0.07305614390220795,0.1
1158,0.07984808040514169,0.1
1159,0.05032325372857585,0.1
1160,0.09742820888862884,0.1
1161,0.09741624216627981,0.1
1162,0.03692865736566915,0.1
1163,0.0659597083735736,0.1
1164,0.07374897865063786,0.1
1165,0.08754692359403596,0.1
1166,0.10976347783302509,0.1
1167,0.03742633449231677,0.1
1168,0.09288329888931991,0.1
1169,0.03901059507269698,0.1
1170,0.03786431610791548,0.1
1171,0.0420775031863515,0.1
1172,0.0708961911037809,0.1
1173,0.14264943310064798,0.1
1174,0.0850377943956275,0.1
1175,0.06984282036405169,0.1
1176,0.02151093096032725,0.1
1177,0.09351635313593283,0.1
1178,0.047260143896947104,0.1
1179,0.06791716369489204,0.1
1180,0.125508049275282,0.1
1181,0.08623263953350008,0.1
1182,0.0553177706985567,0.1
1183,0.034693876921193315,0.1
1184,0.06814420452387755,0.1
1185,0.12890139811886245,0.1
1186,0.08741051604616468,0.1
1187,0.07444935060407483,0.1
1188,0.04780521056207476,0.1
1189,0.09654237141493453,0.1
1190,0.03153613248480838,0.1
1191,0.12274646870492736,0.1
1192,0.04128425727949332,0.1
1193,0.09726478251440686,0.1
1194,0.08646639398288793,0.1
1195,0.037423383925615866,0.1
1196,0.08490813811846937,0.1
1197,0.05830465215549079,0.1
1198,0.06755346651432499,0.1
1199,0.0826011868904637,0.1
1200,0.0046015733429715456,0.1
1201,0.08595541446222559,0.1
1202,0.056466389044759674,0.1
1203,0.10760501258858722,0.1
1204,0.09296385142199344,0.1
1205,0.08370404909249402,0.1
1206,0.10018033771199861,0.1
1207,0.032417271160365246,0.1
1208,0.2004497895646399,0.1
1209,0.06697820357195432,0.1
1210,0.08790030351702859,0.1
1211,0.09307731108729424,0.1
1212,0.06932908036678145,0.1
1213,0.04042210764113137,0.1
1214,0.06431806979364103,0.1
1215,0.05532406965046399,0.1
1216,0.06049149567704477,0.1
1217,0.07510145263084199,0.1
1218,0.025785984928913413,0.1
1219,0.037920330613757505,0.1
1220,0.04438485800476282,0.1
1221,0.08580245402880787,0.1
1222,0.026155278729650545,0.1
1223,0.0904337014694917,0.1
1224,0.06686140972587959,0.1
1225,0.044519197997635776,0.1
1226,0.11072073565437919,0.1
1227,0.07121217703384211,0.1
1228,0.046036481981773465,0.1
1229,0.020931889164287558,0.1
1230,0.06710888208364127,0.1
1231,0.03301859393766802,0.1
1232,0.03013422478203215,0.1
1233,0.11301380409663438,0.1
1234,0.0552423165611101,0.1
1235,0.07486995969282609,0.1
1236,0.047202741968904886,0.1
1237,0.08963577356838154,0.1
1238,0.04179314002782728,0.1
1239,0.11201298866625271,0.1
1240,0.04442723234599838,0.1
1241,0.05252859091456613,0.1
1242,0.029263472247229368,0.1
1243,0.09184648138486877,0.1
1244,0.0642277523410927,0.1
1245,0.06153737334026207,0.1
1246,0.07013707722839044,0.1
1247,0.04186639573900672,0.1
1248,0.07296020001565377,0.1
1249,0.05836488157808048,0.1
1250,0.024888472515387595,0.1
1251,0.042400917083659305,0.1
1252,0.1022897083066548,0.1
1253,0.09019873312270606,0.1
1254,0.07656805371303385,0.1
1255,0.03665797149202897,0.1
