iter,pi_g,true_pi
500,0.004417037101719438,0.001
501,0.0017384218595981422,0.001
502,0.0045290204413826985,0.001
503,0.0034895115830711723,0.001
504,0.0035680399016743245,0.001
505,0.0026645866809551343,0.001
506,0.0014200539018405377,0.001
507,0.0019251239301060535,0.001
508,0.0029937003951748913,0.001
509,0.0016195828005197447,0.001
510,0.007734888840955524,0.001
511,6.402352733393003e-4,0.001
512,0.004354215420767034,0.001
513,0.0038850719680092504,0.001
514,0.002764525058176527,0.001
515,0.005376455573498323,0.001
516,0.0011153274277649697,0.001
517,0.0017020705272163801,0.001
518,0.005521125776394317,0.001
519,0.0024853500271730493,0.001
520,0.0032102125132430714,0.001
521,0.005261221060716006,0.001
522,0.00410463914431524,0.001
523,0.0017343252911621457,0.001
524,0.002283108873949346,0.001
525,0.001967929766956111,0.001
526,0.002822093256941152,0.001
527,0.004725601659982519,0.001
528,0.0026909414818373683,0.001
529,0.005523537329634087,0.001
530,0.0014714126686543644,0.001
531,0.004567819958914256,0.001
532,0.0010733486577299209,0.001
533,0.0026740094700264763,0.001
534,0.0030385152762347125,0.001
535,0.0034522787061689766,0.001
536,0.002224242312419912,0.001
537,0.001763051474591902,0.001
538,0.0012124215664691025,0.001
539,9.100071166863563e-4,0.001
540,5.715818594211643e-4,0.001
541,0.0018771393840242472,0.001
542,3.5243662247932137e-4,0.001
543,0.00316570448452609,0.001
544,0.0038427134846248994,0.001
545,0.006207641117476742,0.001
546,0.002460562433630188,0.001
547,0.0027140169773229848,0.001
548,0.004146749264498318,0.001
549,0.0020663464984724583,0.001
550,0.00354564653151307,0.001
551,0.0020227534647187764,0.001
552,0.002277718932119076,0.001
553,0.002960334894077067,0.001
554,4.827068186801858e-4,0.001
555,0.007003870779555358,0.001
556,0.0028555598511770725,0.001
557,0.0013163974104080688,0.001
558,0.0012013291846892044,0.001
559,0.0032883850030639714,0.001
560,0.002587554245656128,0.001
561,0.0020770498908755652,0.001
562,0.0015526948772722916,0.001
563,0.0032317300225857253,0.001
564,0.004955738062878643,0.001
565,0.004478402562648637,0.001
566,0.005444239117979985,0.001
567,0.007289561104462094,0.001
568,0.0032637876151609315,0.001
569,0.003456072897525768,0.001
570,0.0020397305593347786,0.001
571,0.0030378532416336476,0.001
572,0.0030562748364675743,0.001
573,0.0013457623984228465,0.001
574,0.0060318729332266025,0.001
575,0.0015821001485635561,0.001
576,0.004669845334779048,0.001
577,0.002813366793448113,0.001
578,0.0018501764972416038,0.001
579,0.0026617110735772747,0.001
580,0.0014178013219707428,0.001
581,0.0038870688911802377,0.001
582,0.0019316321487771212,0.001
583,0.0022682198178443605,0.001
584,0.0027105307395500758,0.001
585,0.004957962843334585,0.001
586,0.001935768426988208,0.001
587,0.003281916397480428,0.001
588,0.0023951575760884462,0.001
589,0.0018748584209818328,0.001
590,8.475515006334684e-4,0.001
591,0.002192859090264656,0.001
592,0.008496800851961346,0.001
593,7.920274502712854e-4,0.001
594,0.0025336393318156243,0.001
595,0.00464124526556845,0.001
596,0.0021789417530690375,0.001
597,0.0021819493263610626,0.001
598,0.0036400776423534103,0.001
599,0.010156015740756443,0.001
600,0.0014013406879576447,0.001
601,0.003672501416811555,0.001
602,0.0062184180936515334,0.001
603,8.219138882090052e-4,0.001
604,0.005688664970544557,0.001
605,5.051865129582636e-4,0.001
606,9.338227779254794e-4,0.001
607,0.0018485936627212999,0.001
608,0.00464884577485714,0.001
609,0.0062836189115369825,0.001
610,0.002466081639879941,0.001
611,0.002002039591464369,0.001
612,0.002807933615562457,0.001
613,0.0035686796021083093,0.001
614,0.003527888418248829,0.001
615,0.002452359023781619,0.001
616,0.0017474479790619232,0.001
617,0.001974024170899565,0.001
618,0.006185267154327978,0.001
619,0.0037115928538394446,0.001
620,0.0074416317473591466,0.001
621,0.002709048274563348,0.001
622,0.001131367028291068,0.001
623,0.0038845537356936824,0.001
624,0.004587812362439887,0.001
625,0.0032456552105026384,0.001
626,0.008256428085899986,0.001
627,0.001740307507978514,0.001
628,0.004357216714136449,0.001
629,0.0034451025191598573,0.001
630,0.0016155889166138634,0.001
631,0.008544261915408228,0.001
632,0.003050684923532122,0.001
633,0.0034838819297931737,0.001
634,0.004156517324281486,0.001
635,0.0036123845078904994,0.001
636,0.0011500934653417827,0.001
637,0.0059533751574048,0.001
638,0.0010840794739064112,0.001
639,3.0160858553266107e-4,0.001
640,0.00294143456186446,0.001
641,0.0023189885880356125,0.001
642,0.0043615929380517865,0.001
643,0.008335964669195464,0.001
644,0.002570312754491437,0.001
645,0.005564867552464328,0.001
646,0.0020866643945829867,0.001
647,0.002526968673995356,0.001
648,0.003109062398988394,0.001
649,0.0029143968056950303,0.001
650,0.003042216511905299,0.001
651,9.190682421073962e-4,0.001
652,0.0021754079876332723,0.001
653,0.008310132467067863,0.001
654,0.0017713148066339863,0.001
655,0.0020656650278386614,0.001
656,0.0011891666489244172,0.001
657,7.937947414722429e-4,0.001
658,0.0013600285444753124,0.001
659,0.0028882993504428865,0.001
660,0.0010495009511250753,0.001
661,0.005662655590206046,0.001
662,0.0032367721319035694,0.001
663,0.0024397486556423068,0.001
664,0.007035272023089206,0.001
665,0.004956447529916927,0.001
666,0.005192366333186286,0.001
667,0.004763784439433502,0.001
668,0.001815963542904808,0.001
669,0.006680570655265041,0.001
670,0.0028493171974917045,0.001
671,0.0029520989066274934,0.001
672,0.0015383900526875804,0.001
673,0.003335950876171106,0.001
674,0.004345769850119691,0.001
675,0.0014161118314528285,0.001
676,0.005976154344784358,0.001
677,5.573543549911186e-4,0.001
678,0.007110025482164116,0.001
679,0.0022237840061224735,0.001
680,0.001254761927590128,0.001
681,0.0023208345404174937,0.001
682,0.002149704198036946,0.001
683,0.002991196515358405,0.001
684,0.0033624636152547326,0.001
685,0.0014997926648541396,0.001
686,0.002224390619393895,0.001
687,3.846840614864779e-4,0.001
688,8.461049771376592e-4,0.001
689,0.005200429150714341,0.001
690,0.004352470330041994,0.001
691,0.003387301193625255,0.001
692,0.00470379938489189,0.001
693,0.004633188227311994,0.001
694,0.001173077206543697,0.001
695,0.0023499177156781187,0.001
696,0.0036142196720483754,0.001
697,0.0052543897041378495,0.001
698,0.0030891874987858284,0.001
699,0.0024819174310679827,0.001
700,0.0016634739373270503,0.001
701,0.002925121513155665,0.001
702,0.0011211332722271187,0.001
703,6.643263766795046e-4,0.001
704,0.0022917860294198894,0.001
705,9.507347911354654e-4,0.001
706,0.0025153395774981852,0.001
707,0.008212432033820868,0.001
708,9.766986814339882e-4,0.001
709,0.004837986925099511,0.001
710,0.0033051063858936906,0.001
711,0.0014240251188605696,0.001
712,0.0016558373736397108,0.001
713,0.004162039635763946,0.001
714,0.0019021845868038391,0.001
715,0.0024671553376792925,0.001
716,0.002824741329981567,0.001
717,0.0017571220125897889,0.001
718,0.0040677168472594985,0.001
719,0.005931688034411671,0.001
720,0.002917858049226734,0.001
721,0.002356613952795273,0.001
722,0.00525391587871264,0.001
723,0.0019716361918475644,0.001
724,0.0016184969827141619,0.001
725,0.0022148463153969624,0.001
726,0.006352259487149245,0.001
727,0.0014197692873407245,0.001
728,0.002431556146553114,0.001
729,0.0012312462296254526,0.001
730,0.0023405549135817826,0.001
731,0.00266463308881813,0.001
732,0.0010865083616902066,0.001
733,0.0026835281942283254,0.001
734,0.001416856917309602,0.001
735,0.0015310832006293494,0.001
736,0.007273666276227001,0.001
737,0.0011689593456776074,0.001
738,0.005107224505985903,0.001
739,0.002021825077263508,0.001
740,0.0023701066140897247,0.001
741,0.0012341167848923657,0.001
742,0.002258036958214269,0.001
743,0.0018601844775154419,0.001
744,0.0028454575190361496,0.001
745,0.0018293601470995267,0.001
746,0.004143767414333387,0.001
747,0.002407414158816959,0.001
748,8.674748955281748e-4,0.001
749,0.0019103097437174314,0.001
750,0.004926306667746388,0.001
751,0.0048518369080636945,0.001
752,0.0023955433135324305,0.001
753,0.003384782130240205,0.001
754,0.003885870471279251,0.001
755,0.00412969708264304,0.001
756,0.0015775574084989433,0.001
757,0.004778919483452077,0.001
758,0.0030258615863941758,0.001
759,0.00500026858022552,0.001
760,0.001950918452495536,0.001
761,0.0022968430570105974,0.001
762,0.004125791154879543,0.001
763,0.0016553734352441638,0.001
764,0.003876242118918154,0.001
765,0.003793875748551692,0.001
766,0.0020201360442563174,0.001
767,0.0027276209414802124,0.001
768,0.0010904962728552944,0.001
769,6.73405796961673e-4,0.001
770,0.0015719185100938947,0.001
771,0.0026955306884957984,0.001
772,0.0011700944496855405,0.001
773,0.002029374018991312,0.001
774,0.0029668040315162176,0.001
775,0.0046793043926383355,0.001
776,0.0014371179207989476,0.001
777,0.0013229876070120314,0.001
778,0.0012059441344273608,0.001
779,0.003557059450192968,0.001
780,7.233184810266307e-4,0.001
781,0.004198123906057749,0.001
782,0.0024485438327571203,0.001
783,0.002894068604244318,0.001
784,0.0025536575471951876,0.001
785,9.642019005186162e-4,0.001
786,0.0018043514717489815,0.001
787,0.004383955463861532,0.001
788,0.002398847428039713,0.001
789,0.0021639168596479484,0.001
790,0.0012557201989377839,0.001
791,8.68322882209559e-4,0.001
792,0.0013639689863590384,0.001
793,0.0017348508830274442,0.001
794,0.001976439634539923,0.001
795,0.00309045663262059,0.001
796,0.0021747787733179115,0.001
797,0.004023907882443025,0.001
798,6.827627483271923e-4,0.001
799,0.0013267519259523742,0.001
800,0.0018118762905426375,0.001
801,6.289448156547523e-4,0.001
802,0.003066126188228449,0.001
803,0.0014954934542550052,0.001
804,0.004238083500050603,0.001
805,0.001769333295345753,0.001
806,0.008135475674914962,0.001
807,0.002097420501052741,0.001
808,0.0015936284088631427,0.001
809,8.049286605481855e-4,0.001
810,4.484563605874541e-4,0.001
811,0.0018941060082392181,0.001
812,0.007433216519845449,0.001
813,0.003719271284501386,0.001
814,0.0031605415031460498,0.001
815,0.005445538636492713,0.001
816,0.0014083770467859193,0.001
817,0.0010392429134752504,0.001
818,0.002971269218587604,0.001
819,0.001847903034473003,0.001
820,0.003134357512840484,0.001
821,0.0018398359689712873,0.001
822,0.001873678534986345,0.001
823,7.35597022432196e-4,0.001
824,7.732010478545508e-4,0.001
825,0.006709447663950461,0.001
826,0.005055186528543905,0.001
827,0.0017441373224113203,0.001
828,0.0037666698835676,0.001
829,0.006259145831348241,0.001
830,0.002144364945964635,0.001
831,6.544255970002289e-4,0.001
832,9.232712562649446e-4,0.001
833,0.004194611210860341,0.001
834,0.0033922920288376414,0.001
835,8.020840630364629e-4,0.001
836,0.0056819010925236975,0.001
837,0.0014633168003217948,0.001
838,0.0015677769414466026,0.001
839,7.191380571683308e-4,0.001
840,0.003717736541572676,0.001
841,0.0032603366462772764,0.001
842,0.0031089233526994525,0.001
843,0.002108706048766654,0.001
844,0.001588164693915771,0.001
845,0.0036260404297273592,0.001
846,0.002591479180825651,0.001
847,0.001274484882211656,0.001
848,0.0063004200544426875,0.001
849,0.002501234074961559,0.001
850,0.0034701024365817314,0.001
851,0.001214926436620102,0.001
852,0.0024292834842875857,0.001
853,0.0043865805986872146,0.001
854,0.0018484160107654266,0.001
855,2.349008881999531e-4,0.001
856,0.00496535878944612,0.001
857,0.002289509991304911,0.001
858,0.0014901368396357333,0.001
859,0.005352757880518851,0.001
860,7.550121046785064e-4,0.001
861,0.004590412190559722,0.001
862,0.003953483769915563,0.001
863,9.865727955721154e-4,0.001
864,0.0033566836040521226,0.001
865,0.004264144736884243,0.001
866,0.001316788005186436,0.001
867,0.002438101616318122,0.001
868,0.0034945217134004897,0.001
869,5.316233982478653e-4,0.001
870,0.0055155359323106265,0.001
871,0.0016183753295965326,0.001
872,0.0020359415475283446,0.001
873,0.004960525069582984,0.001
874,0.004595410867530638,0.001
875,0.0035686083496413276,0.001
876,0.004752121056363187,0.001
877,0.001663488102326195,0.001
878,0.0011021514493670648,0.001
