iter,f_old,f_new
500,7.067568373222506e-5,0.20042985769044425
501,9.017204263068658e-5,0.20257781817798765
502,9.97802287513799e-5,0.1979215705014354
503,9.346683490230878e-5,0.2054811212564849
504,1.0651147819512377e-4,0.195246448836035
505,8.51600631328525e-5,0.19942638446576394
506,8.990810006763847e-5,0.19979137339417377
507,8.767987823898143e-5,0.20158288917266443
508,8.738879976441123e-5,0.19691233353121398
509,9.57503462395964e-5,0.19770786423174
510,8.641548064415354e-5,0.2002655148914652
511,1.009028418938977e-4,0.19834921097082586
512,9.389662158915177e-5,0.20424795332333293
513,9.04801861121917e-5,0.2034249652957345
514,1.0726252480297753e-4,0.20207984072313262
515,7.530646652986858e-5,0.20278966970919127
516,9.432310850374414e-5,0.20259971258278583
517,8.381869442232969e-5,0.2018354424637771
518,9.98738707959065e-5,0.20137739603310612
519,8.417423491214236e-5,0.19914548347623728
520,8.967041615052065e-5,0.20008182558654833
521,1.0011423186890779e-4,0.19577140043914848
522,8.943711187157664e-5,0.2000717249707273
523,9.423816927211769e-5,0.19979444083625814
524,9.903249129818006e-5,0.20436482147180504
525,9.349422085421274e-5,0.20055684707514268
526,9.03711305758545e-5,0.2034683273486071
527,9.249617697610442e-5,0.20181691586790265
528,9.627520264169037e-5,0.20211681438495624
529,9.386136994309672e-5,0.20486260557251137
530,7.589194481010492e-5,0.1976422580303148
531,9.167383248132404e-5,0.20159609587449678
532,8.86357630869004e-5,0.1983799911177024
533,1.0067255421991469e-4,0.19926433955327388
534,8.818672171936656e-5,0.19895220038288822
535,9.917170300674031e-5,0.20555466723155288
536,8.080050263901561e-5,0.2039426304141366
537,8.239419093103984e-5,0.2003810528411701
538,9.115377323609264e-5,0.20102658228029752
539,8.927081425134067e-5,0.19999807759978383
540,9.23785722862263e-5,0.20137443073348804
541,1.0895640955670525e-4,0.201213338957672
542,8.089243028490414e-5,0.2007585362764875
543,9.250907386101392e-5,0.19809224416815305
544,9.536765342987512e-5,0.2001449809668887
545,8.224564380921916e-5,0.2017047692061314
546,9.090776176912731e-5,0.19941905514981592
547,8.699570008142884e-5,0.20259165711764274
548,9.13041752957095e-5,0.2010355623809253
549,1.0572252641919503e-4,0.2033792490518186
550,9.071626180483366e-5,0.198738024854155
551,8.985803355130863e-5,0.20285698558327223
552,9.143181188635243e-5,0.2011151169240756
553,9.439731741767926e-5,0.19983985367537618
554,8.855365342189128e-5,0.20125522150111988
555,9.602473851528785e-5,0.19689431894578657
556,9.93991018350231e-5,0.20349917310161433
557,9.207397929834443e-5,0.20060901915179896
558,8.29470276331283e-5,0.2045820442992243
559,8.712462453290457e-5,0.20439096429447792
560,9.570170868120311e-5,0.20181214175383713
561,1.0109762930881107e-4,0.2015918190777527
562,8.768916469039392e-5,0.19729645196625378
563,9.723705427271985e-5,0.20420281752617012
564,8.722105641801374e-5,0.20108847516418896
565,8.137294669776096e-5,0.19862097300946538
566,9.673940972810226e-5,0.2015107138526695
567,9.734975009523742e-5,0.2025538356590983
568,7.971485130177472e-5,0.20025542433883733
569,9.859501105667972e-5,0.20207089777407386
570,8.608125453808361e-5,0.203883205298472
571,7.389818788968958e-5,0.19850241732117882
572,8.645549613917389e-5,0.2026201012825328
573,1.0308909524732332e-4,0.2031004000933721
574,9.566265776366907e-5,0.19916314763879092
575,8.824552017868374e-5,0.20455723723923147
576,8.97022650065183e-5,0.20291909202696085
577,8.43372559609078e-5,0.205803939839031
578,9.846319212011166e-5,0.20246657475729862
579,9.055557081262666e-5,0.20116839232390107
580,7.849158526896588e-5,0.20306012950143276
581,1.1091465035818804e-4,0.20228825653529492
582,8.368176488116271e-5,0.20042655738344672
583,8.996553882462829e-5,0.20243041775783285
584,8.703603110497427e-5,0.2021239605126353
585,8.522992394638235e-5,0.20166085423065985
586,9.240590801567035e-5,0.19820714902108852
587,9.199136430664645e-5,0.20566942313903971
588,1.0304728875303538e-4,0.20196526820819763
589,9.418412044941554e-5,0.20331266247986562
590,9.548309688996775e-5,0.20113548521917626
591,8.66367808568128e-5,0.19790053361757068
592,9.426296569561817e-5,0.20246199799059134
593,8.719224637797671e-5,0.20031957557763175
594,9.683876879515262e-5,0.2059584177435055
595,9.049435636785644e-5,0.20268100671195474
596,9.331607131558099e-5,0.20216063021875544
597,1.0070918817182377e-4,0.20255766104857656
598,8.725438500087394e-5,0.2021978753208929
599,9.46700472026724e-5,0.2014330556547554
600,9.507767594321969e-5,0.198359296872859
601,8.167576992531197e-5,0.19813631287296676
602,8.593538579902335e-5,0.2022628337828443
603,7.837144676467736e-5,0.2030619874056672
604,1.0243287804002464e-4,0.20104059370686259
605,8.754728391855735e-5,0.20438507542580417
606,9.039551905059796e-5,0.20078868381889295
607,8.219794489847203e-5,0.20523683806951257
608,9.631731010544521e-5,0.20068507327512278
609,9.568008161828656e-5,0.19826914254015746
610,9.641366791695948e-5,0.1981036375795249
611,8.488620487379962e-5,0.19741690895424244
612,9.764015346265176e-5,0.19908946704161573
613,1.0046180103103865e-4,0.2011805331705708
614,8.910355258852503e-5,0.1990313280629353
615,9.385801272436936e-5,0.19962238915520153
616,9.206201572012933e-5,0.19688128204040004
617,9.053448333359943e-5,0.19618220136588152
618,9.99632430150593e-5,0.19821755371770391
619,1.1285581814567946e-4,0.20270951853929994
620,1.029919009360719e-4,0.19679538961947018
621,8.763508816445478e-5,0.20402054859241792
622,8.692550403349952e-5,0.20390417163902103
623,9.796361762147258e-5,0.20048458969352012
624,9.812450213490566e-5,0.2047859267680543
625,8.479312065116287e-5,0.20025847332551458
626,9.341063577722571e-5,0.20193364467473274
627,9.851189656888653e-5,0.20143082254582945
628,9.325298672934066e-5,0.2008564233975995
629,1.0175225315127643e-4,0.19699545704542074
630,9.129753091253723e-5,0.2025177868610363
631,9.409125816665586e-5,0.19884248513294794
632,8.545412334202835e-5,0.2007888304769197
633,9.048677978769343e-5,0.20107046493834793
634,8.133060044083443e-5,0.19514896284897687
635,9.276908238400781e-5,0.2000762736476536
636,8.645770963510014e-5,0.20362068426618157
637,9.689212827010194e-5,0.2042315546199241
638,8.994889063382845e-5,0.2021821912386089
639,8.11887383835185e-5,0.2054765244728823
640,8.556233455064926e-5,0.2032351773005395
641,9.522179660023168e-5,0.19991409794255302
642,8.608728372283503e-5,0.19925189506522095
643,8.973702753512557e-5,0.1986996390687286
644,9.029046351591599e-5,0.2005181395724845
645,8.745319162291459e-5,0.20178866741770252
646,8.841192661605428e-5,0.20132040772898957
647,8.474311473930777e-5,0.1996236250904063
648,8.119499634935909e-5,0.20028058214388336
649,9.094021544057394e-5,0.19478700848538322
650,8.213426710546524e-5,0.1991810459557004
651,8.887786691535021e-5,0.1990205846852465
652,1.1000572518455602e-4,0.20126816720408597
653,9.82928308528286e-5,0.20302790218148897
654,9.360952658718033e-5,0.20629744421264287
655,9.15608156761777e-5,0.2040192801704071
656,8.94246476532022e-5,0.20259713968269769
657,8.264771997309392e-5,0.20363294241251767
658,1.0015965013879268e-4,0.2024948283831195
659,1.0272313255889377e-4,0.20170045538787676
660,1.0864150531722785e-4,0.20115044983723518
661,8.886282917778124e-5,0.20225671067782447
662,1.0156726176067093e-4,0.20557498624125642
663,8.888478468368264e-5,0.20400795641672917
664,7.503037989799191e-5,0.200753317844587
665,8.624408144638776e-5,0.19836875169106444
666,9.47667309535748e-5,0.20049094784679086
667,8.278901926892585e-5,0.2034948827731874
668,9.226169341107447e-5,0.20162787575839752
669,8.091322998264025e-5,0.19949601679652587
670,8.223310983297988e-5,0.20270932511113846
671,9.366280832194737e-5,0.19994142610254542
672,9.98885201665712e-5,0.20076991305014555
673,1.0274863671923811e-4,0.2035764074052939
674,9.95327577125824e-5,0.20068943022935756
675,7.479858013007599e-5,0.19986117959942074
676,8.272539282366453e-5,0.20035017065547808
677,8.208654984445136e-5,0.20556816023095373
678,8.694699761000231e-5,0.20201009250623952
679,9.595218166682558e-5,0.20200971775195878
680,9.531465110235449e-5,0.20350365149153943
681,1.0514386696255949e-4,0.20540913623567977
682,9.148247749398243e-5,0.20074887580417927
683,1.0071442749583525e-4,0.20410513832446697
684,8.937012946460983e-5,0.19752231048411245
685,9.168607585802219e-5,0.19929692436658009
686,1.0653962922177344e-4,0.20200042660070355
687,9.470363055749408e-5,0.20246155681071554
688,9.003212685224137e-5,0.20250342215364062
689,9.495401039392605e-5,0.20424203713518652
690,8.779984639976647e-5,0.20138729747602824
691,9.476620442313353e-5,0.20292793331815362
692,8.29314384025828e-5,0.2008325575959834
693,8.190379973524445e-5,0.19919689938278007
694,8.564979210217502e-5,0.19963685334564377
695,1.0350741611739238e-4,0.1977056302190351
696,8.753433479090717e-5,0.20366350735353014
697,8.310528287775378e-5,0.20248153161597682
698,9.59634284528565e-5,0.2014484381200742
699,9.931480009655812e-5,0.2036331899423686
700,8.99733615718829e-5,0.20478282001821277
701,1.0033742353010859e-4,0.2006628839362527
702,9.656898229106485e-5,0.20425750982890573
703,1.0352652590776243e-4,0.20162398267215084
704,9.714556110781535e-5,0.19908472248741899
705,9.748268559462621e-5,0.19821272501542617
706,8.57151668575342e-5,0.20104381269594745
707,9.353160745542584e-5,0.2078538680278298
708,8.54967879906787e-5,0.20051608016579042
709,8.322400677921929e-5,0.20272028719883797
710,9.163306614594412e-5,0.20272057085860906
711,9.595899547730105e-5,0.19964945954646562
712,9.157731411625266e-5,0.20076610244812812
713,9.012793665027615e-5,0.20223168961515323
714,9.833662911676621e-5,0.19656694600014799
715,9.099548633968241e-5,0.20354795488855434
716,8.369124694758679e-5,0.2020627886480573
717,1.1250212198541911e-4,0.20186867124055688
718,9.706584860776952e-5,0.20123900922247281
719,8.975755741084635e-5,0.20147118561863742
720,8.159842182920888e-5,0.20438161736281604
721,9.090830921730542e-5,0.19833903919874027
722,9.445776907918755e-5,0.20346245751134626
723,8.316579868434757e-5,0.20299640343792566
724,1.0465161464853048e-4,0.20293751303268123
725,1.0027287126140608e-4,0.20490229963669376
726,9.376947429679074e-5,0.1979868438377565
727,9.540677998680597e-5,0.19875208612959006
728,9.930120584885968e-5,0.20354223387455728
729,9.23236373098973e-5,0.20325406409057756
730,1.0011431120747492e-4,0.19972778417452763
