iter,pi_g,true_pi
1000,0.00163520926798626,0
1001,0.004493002285901,0
1002,4.805576169673208e-7,0
1003,1.8483941521794804e-10,0
1004,1.2065315059497861e-8,0
1005,8.711355230648615e-4,0
1006,2.6205873255521887e-4,0
1007,4.853177640011668e-4,0
1008,0.003421687902860376,0
1009,1.3788177113168924e-6,0
1010,3.233465205080041e-8,0
1011,1.7093178323516976e-4,0
1012,1.5222434515697528e-4,0
1013,5.4198545957731e-6,0
1014,0.0013086047814765123,0
1015,1.7234348097858799e-12,0
1016,1.3499521197771314e-6,0
1017,3.178677214816977e-8,0
1018,2.3068702004401274e-6,0
1019,1.5282832742285629e-6,0
1020,4.483994603614965e-19,0
1021,0.007809743614005975,0
1022,1.3811172648555438e-8,0
1023,2.361928008817961e-13,0
1024,0.001798466201561008,0
1025,0.005465556512754944,0
1026,4.675994658544313e-12,0
1027,1.8067169042029197e-20,0
1028,1.441959270490413e-7,0
1029,1.938617592083658e-10,0
1030,1.0329945649092673e-6,0
1031,1.332886827417491e-6,0
1032,1.5792918949004353e-8,0
1033,1.2106150126123216e-9,0
1034,0.009509625596717131,0
1035,3.0407789800806674e-11,0
1036,1.2835651212737745e-6,0
1037,2.9191296769289643e-5,0
1038,0.0409081649093699,0
1039,4.9253066757370776e-8,0
1040,0.014410192800553627,0
1041,1.5109733145115005e-4,0
1042,0.001553259883485481,0
1043,5.448304640112069e-7,0
1044,1.8888750148992212e-5,0
1045,4.338211752931289e-4,0
1046,0.0031445311174946324,0
1047,5.129555824069055e-7,0
1048,7.099268712989557e-7,0
1049,2.9934177131532344e-6,0
1050,3.655462191954956e-5,0
1051,9.624777315001828e-7,0
1052,0.002668060488758903,0
1053,8.754458255141331e-7,0
1054,1.152728203932184e-4,0
1055,3.233284845188286e-7,0
1056,5.318258183091307e-25,0
1057,3.1222318497172035e-10,0
1058,2.139242112903686e-16,0
1059,4.4571234827189664e-4,0
1060,1.1037784462032386e-6,0
1061,9.44903427061002e-6,0
1062,1.5634471842245502e-16,0
1063,2.4580962582560726e-13,0
1064,1.6465092369279917e-7,0
1065,0.0012971616458482518,0
1066,4.853098220994028e-5,0
1067,1.2228923954427527e-8,0
1068,1.2905675700896036e-8,0
1069,0.003771244446551808,0
1070,5.0196991441488845e-6,0
1071,9.455874850326628e-4,0
1072,0.0068796109740681555,0
1073,0.016335704469367943,0
1074,5.664342017828412e-14,0
1075,6.267710179263148e-4,0
1076,1.5645821577217231e-16,0
1077,5.461543131671675e-11,0
1078,1.0193059898542504e-4,0
1079,1.0977897201276255e-6,0
1080,0.014535847721444091,0
1081,2.4112553465403997e-13,0
1082,0.0021881542795549494,0
1083,5.730946065644187e-9,0
1084,7.079447753172238e-4,0
1085,1.2141170332504663e-5,0
1086,6.544539020095159e-6,0
1087,0.004232768032380008,0
1088,6.775707548880978e-7,0
1089,6.300060175142915e-5,0
1090,1.88757576533875e-7,0
1091,4.4266770966305016e-4,0
1092,0.008257424593337033,0
1093,4.6400371659257515e-4,0
1094,8.743389966224782e-12,0
1095,2.4689204728652767e-9,0
1096,2.5297508453179644e-11,0
1097,1.0890634468296396e-15,0
1098,2.0976297920076255e-8,0
1099,0.02259011302984748,0
1100,1.8718804535548496e-18,0
1101,3.5771391834797455e-4,0
1102,4.688595073025735e-6,0
1103,4.806249060880894e-6,0
1104,0.013294302646110768,0
1105,1.035715235778537e-7,0
1106,1.2889769927143733e-4,0
1107,2.429040449057489e-9,0
1108,6.728042825022874e-9,0
1109,1.3473960665807522e-12,0
1110,2.5964216454230765e-18,0
1111,0.0011183626416340381,0
1112,0.0012520710249620285,0
1113,1.0182089268056093e-7,0
1114,6.224844916681384e-9,0
1115,1.5864642397547675e-5,0
1116,0.025466026086297684,0
1117,1.225830975496274e-5,0
1118,0.018321354564925976,0
1119,6.900072979113899e-10,0
1120,3.552472764342742e-4,0
1121,7.128703961960806e-7,0
1122,7.77259355797025e-5,0
1123,0.005479724526736812,0
1124,2.8741353311312198e-5,0
1125,6.757589690355272e-13,0
1126,6.893974070974663e-6,0
1127,0.024771738371937777,0
1128,2.4892160174057644e-8,0
1129,0.012180690866984999,0
1130,7.482389642019893e-8,0
