iter,pi_g,true_pi,read_count
1000,0.20502138803951003,0.2,2000
1001,0.22090431539524666,0.2,2000
1002,0.20445369699862942,0.2,2000
1003,0.19428955590576458,0.2,2000
1004,0.19762668266699107,0.2,2000
1005,0.20054382682838318,0.2,2000
1006,0.21368952380695555,0.2,2000
1007,0.18624955319507633,0.2,2000
1008,0.20664278252472326,0.2,2000
1009,0.20713088364532048,0.2,2000
1010,0.21076702942631437,0.2,2000
1011,0.21808499651042484,0.2,2000
1012,0.20477548833211148,0.2,2000
1013,0.19240876619063854,0.2,2000
1014,0.223813560779576,0.2,2000
1015,0.2203307401910155,0.2,2000
1016,0.20349078368846824,0.2,2000
1017,0.20055380142583693,0.2,2000
1018,0.19133824243424477,0.2,2000
1019,0.19318873807352802,0.2,2000
1020,0.1936261672694223,0.2,2000
1021,0.19531824607053544,0.2,2000
1022,0.195524325796716,0.2,2000
1023,0.19950202670060296,0.2,2000
1024,0.19361385991160093,0.2,2000
1025,0.19534218982580667,0.2,2000
1026,0.2044177992807137,0.2,2000
1027,0.20379863872512463,0.2,2000
1028,0.20320089626521898,0.2,2000
1029,0.22285494919813728,0.2,2000
1030,0.19426786947523578,0.2,2000
1031,0.20751468754799637,0.2,2000
1032,0.2116820068849396,0.2,2000
1033,0.20759690861325372,0.2,2000
1034,0.2075672302827619,0.2,2000
1035,0.20742421418656243,0.2,2000
1036,0.2083889994924845,0.2,2000
1037,0.1974454284369512,0.2,2000
1038,0.2031168031827637,0.2,2000
1039,0.1959405291623886,0.2,2000
1040,0.19914048591102188,0.2,2000
1041,0.19833277994219764,0.2,2000
1042,0.2053391872306099,0.2,2000
1043,0.19873317436195542,0.2,2000
1044,0.185574682688443,0.2,2000
1045,0.194469233011927,0.2,2000
1046,0.18597844037391842,0.2,2000
1047,0.2179646226611568,0.2,2000
1048,0.20870948737528738,0.2,2000
1049,0.21309692274162909,0.2,2000
1050,0.1901443537067406,0.2,2000
1051,0.21622195612439027,0.2,2000
1052,0.20779762669699733,0.2,2000
1053,0.20776299128805686,0.2,2000
1054,0.2044467236840007,0.2,2000
1055,0.19320032487581681,0.2,2000
1056,0.21228824865436122,0.2,2000
1057,0.19832785243513962,0.2,2000
1058,0.1893754163756313,0.2,2000
1059,0.20239470908824003,0.2,2000
1060,0.2013294727734198,0.2,2000
1061,0.20716973104732345,0.2,2000
1062,0.20493386433940722,0.2,2000
1063,0.2044622046758468,0.2,2000
1064,0.19647165892937118,0.2,2000
1065,0.19989566086738197,0.2,2000
1066,0.20924042304667884,0.2,2000
1067,0.2147601198061152,0.2,2000
1068,0.19791077000017337,0.2,2000
1069,0.2083164113689151,0.2,2000
1070,0.19574557281509947,0.2,2000
1071,0.2095078938268464,0.2,2000
1072,0.20534541869822479,0.2,2000
1073,0.18710599522768045,0.2,2000
1074,0.20208608849749188,0.2,2000
1075,0.1999503200868541,0.2,2000
1076,0.20024150570777557,0.2,2000
1077,0.22029873128523353,0.2,2000
1078,0.20792486085576675,0.2,2000
1079,0.19358748201002912,0.2,2000
1080,0.1934683449423105,0.2,2000
1081,0.20634949752779205,0.2,2000
1082,0.1969942958685068,0.2,2000
1083,0.19753378801810867,0.2,2000
1084,0.20229049952747113,0.2,2000
1085,0.1945207467744552,0.2,2000
1086,0.20375021777195398,0.2,2000
1087,0.21030219184151538,0.2,2000
1088,0.21426373953516858,0.2,2000
1089,0.21127739697231585,0.2,2000
1090,0.20044508400282038,0.2,2000
1091,0.19926876686094405,0.2,2000
1092,0.21007713308476542,0.2,2000
1093,0.19989289408331468,0.2,2000
1094,0.19826691359859683,0.2,2000
1095,0.20671402207678166,0.2,2000
1096,0.20824562707009467,0.2,2000
1097,0.20015423749035985,0.2,2000
1098,0.20023517376274602,0.2,2000
1099,0.22185316043991693,0.2,2000
1100,0.19989845186989086,0.2,2000
1101,0.1987000630372786,0.2,2000
1102,0.19684925039212178,0.2,2000
1103,0.2030214969392178,0.2,2000
1104,0.20109689309875362,0.2,2000
1105,0.19749953841126608,0.2,2000
1106,0.19438073533948277,0.2,2000
1107,0.21488248361645435,0.2,2000
1108,0.2114267414054643,0.2,2000
1109,0.19694210704567666,0.2,2000
1110,0.2027975227964677,0.2,2000
1111,0.2033191393563838,0.2,2000
1112,0.2039160223870428,0.2,2000
1113,0.20902106060157746,0.2,2000
1114,0.20508685359518658,0.2,2000
1115,0.19744664618995755,0.2,2000
1116,0.21760469661170323,0.2,2000
1117,0.20594027587637168,0.2,2000
1118,0.19915150612333962,0.2,2000
1119,0.213687566970999,0.2,2000
1120,0.21129498787299528,0.2,2000
1121,0.21298661096547253,0.2,2000
1122,0.19906444245849272,0.2,2000
1123,0.2038819120328759,0.2,2000
1124,0.2148590368760252,0.2,2000
1125,0.20577871116227867,0.2,2000
1126,0.2086714798971595,0.2,2000
1127,0.20232577905962892,0.2,2000
1128,0.19651520045495185,0.2,2000
1129,0.19732303793637912,0.2,2000
1130,0.21463119477725134,0.2,2000
1131,0.20953558482634324,0.2,2000
1132,0.19425057485568226,0.2,2000
1133,0.2036807438995984,0.2,2000
1134,0.20353739137970042,0.2,2000
1135,0.20042225995153004,0.2,2000
1136,0.1981503888111656,0.2,2000
1137,0.21004834980665468,0.2,2000
1138,0.20185229701717747,0.2,2000
1139,0.20156509953436458,0.2,2000
1140,0.2000135966557589,0.2,2000
1141,0.20482831183621328,0.2,2000
1142,0.20690578481231875,0.2,2000
1143,0.1882932316415545,0.2,2000
1144,0.19643797319063647,0.2,2000
1145,0.20942260151097294,0.2,2000
1146,0.20258326187903195,0.2,2000
1147,0.18799157911388711,0.2,2000
1148,0.20998034960468917,0.2,2000
1149,0.2195147933084015,0.2,2000
1150,0.2014024379248599,0.2,2000
1151,0.20634290562176708,0.2,2000
1152,0.20441880831695952,0.2,2000
1153,0.19793406482300943,0.2,2000
1154,0.1931710379656941,0.2,2000
1155,0.21561955244393588,0.2,2000
1156,0.21667465963059754,0.2,2000
1157,0.19064563953614574,0.2,2000
1158,0.19020306198946094,0.2,2000
1159,0.19562719937025602,0.2,2000
1160,0.19960063786487786,0.2,2000
1161,0.2037355836981373,0.2,2000
1162,0.20136517116683236,0.2,2000
1163,0.2186499885864959,0.2,2000
1164,0.19947822447964786,0.2,2000
1165,0.19950128346719664,0.2,2000
1166,0.20326908461923995,0.2,2000
1167,0.20541400271895252,0.2,2000
1168,0.201290717319606,0.2,2000
1169,0.18903420116814548,0.2,2000
1170,0.1677758147976493,0.2,2000
1171,0.19632048243731054,0.2,2000
1172,0.1861473786976904,0.2,2000
1173,0.20082508423076595,0.2,2000
1174,0.21019288878922687,0.2,2000
1175,0.19377150491786818,0.2,2000
1176,0.19116368736897507,0.2,2000
1177,0.20168874986299054,0.2,2000
1178,0.19509889819970197,0.2,2000
1179,0.2185689506837294,0.2,2000
1180,0.20821982032945602,0.2,2000
1181,0.2100489951760447,0.2,2000
1182,0.2216145562497763,0.2,2000
1183,0.19731587245272786,0.2,2000
1184,0.20670984300392078,0.2,2000
1185,0.20427107211040318,0.2,2000
1186,0.20683214335802544,0.2,2000
1187,0.19287023330799227,0.2,2000
