iter,f_old,f_new
1000,7.026549595203455e-5,0.19931715770597164
1001,6.963426066874481e-5,0.20116526398704931
1002,6.210874440347001e-5,0.20194292666491961
1003,6.52165413213691e-5,0.20346128039401282
1004,6.500433666751508e-5,0.1986721668027367
1005,7.040438520094087e-5,0.20285565141490905
1006,6.315976263694994e-5,0.19482488558298652
1007,7.061628541163061e-5,0.19562506587343031
1008,6.423465229256939e-5,0.2002895510717391
1009,6.162633501887371e-5,0.1977658541885381
1010,6.251983734764088e-5,0.19908802504961776
1011,6.129699591499963e-5,0.2025106962058903
1012,5.8087417570944214e-5,0.20310104299081702
1013,6.509452588602716e-5,0.1933290435121838
1014,7.391940655070107e-5,0.192537740495718
1015,5.947751063605699e-5,0.19847276507419337
1016,6.157045421999545e-5,0.20087350009942692
1017,7.530834879310832e-5,0.2015075051932228
1018,5.992575333869196e-5,0.20098432405843394
1019,5.8123264442875806e-5,0.19924531784717434
1020,6.252549080769512e-5,0.20109877529702364
1021,7.438328336269065e-5,0.1960343381388162
1022,7.233850578392266e-5,0.20137615037533754
1023,7.230903608977611e-5,0.19991592536571537
1024,7.18659059891406e-5,0.20043619040038643
1025,6.26750770135818e-5,0.1964402804249061
1026,7.437834547648754e-5,0.20416987968161712
1027,6.110214847356414e-5,0.19873300358789828
1028,7.304788443701269e-5,0.20310356482373965
1029,6.672421261657534e-5,0.20149544086738955
1030,6.885645353313765e-5,0.1965128394692287
1031,7.034881180691821e-5,0.20570886572214866
1032,6.932839384477034e-5,0.20164496622955685
1033,7.230046813406586e-5,0.20034223223946593
1034,6.120741191922056e-5,0.199353449879508
1035,7.3198828425125e-5,0.19989802665783263
1036,7.838787112780148e-5,0.2080315512093049
1037,6.499776388090206e-5,0.2011048206327631
1038,6.64300217285357e-5,0.19895578760177873
1039,6.469557934508132e-5,0.1988011071674003
1040,6.360209515117972e-5,0.20429167694126854
1041,5.861421483393334e-5,0.2046092255603626
1042,6.421239850788862e-5,0.1987898585561946
1043,5.8029298378279925e-5,0.20017714078930662
1044,7.499172433386116e-5,0.19890340933389153
1045,6.655705938640089e-5,0.1959491845694833
1046,6.126127719607409e-5,0.20209499506446107
1047,6.512196311826621e-5,0.19477316307197157
1048,5.9912422698530446e-5,0.20035060690642206
1049,5.58515012067628e-5,0.2003831118915754
1050,6.728845776774207e-5,0.19400985766617995
1051,7.330197318781611e-5,0.20003506838235222
1052,6.511193917419403e-5,0.20213273998959355
1053,6.895420464948131e-5,0.20020946721318988
1054,6.142146334194227e-5,0.19960592998090798
1055,6.0871890440572866e-5,0.1981642689227886
1056,6.03380569597369e-5,0.20188430917075997
1057,7.422478253956357e-5,0.19841432084481966
1058,6.645689119737328e-5,0.20537572412433755
1059,7.583256623692779e-5,0.20547431887415596
1060,6.947687140864888e-5,0.195107816332066
1061,6.773838972320065e-5,0.20321522371566417
1062,5.490400351866252e-5,0.19980678912008643
1063,6.24366950340055e-5,0.19891519710340963
1064,7.254567123883824e-5,0.1976072214171807
1065,6.233264574187482e-5,0.20538369836143505
1066,6.342692517357136e-5,0.20452851090194255
1067,6.586163302593116e-5,0.1925030891216849
1068,5.536324550005368e-5,0.20242979273834316
1069,5.851671587765366e-5,0.19944702495330058
1070,6.632353276561206e-5,0.19565852962291105
1071,7.785116921073406e-5,0.19883919561389077
1072,7.137386091135457e-5,0.20285635340878921
1073,7.033530739698128e-5,0.20344189100755794
1074,6.330528272567595e-5,0.1991868795103982
1075,6.640766832093119e-5,0.2052916348220291
1076,6.541265682170877e-5,0.1955288545420956
1077,7.209805250645727e-5,0.19945385666599688
1078,7.024266200965145e-5,0.20113699441111707
1079,6.535069989883918e-5,0.20650737115707002
1080,6.54752965574535e-5,0.197005106345149
1081,6.615543766694601e-5,0.1973549105901306
1082,6.547138283917114e-5,0.20166866749795265
1083,6.319170521550397e-5,0.20149543227587768
1084,6.255904264129495e-5,0.20176657436757486
1085,6.437546125021941e-5,0.19955511269093948
1086,6.529302916248307e-5,0.200782634471325
1087,6.192150623820594e-5,0.20031880939410238
1088,5.823727839291584e-5,0.20033465415936083
1089,5.8588911027152625e-5,0.20056057260841423
1090,6.337626066351356e-5,0.2040023974484953
1091,6.995004163269688e-5,0.19671673404787868
1092,6.466495227490847e-5,0.19966131190298775
1093,6.84644959906046e-5,0.19524402969267443
1094,6.60596561302725e-5,0.20076675673276054
1095,6.632878538051222e-5,0.20205649458818434
1096,6.533992131195013e-5,0.19601368769169802
1097,6.492163166932306e-5,0.19342522356872122
