iter,pi_g,true_pi,read_count
1000,0.15874324998268183,0.15,2000
1001,0.15843908171054705,0.15,2000
1002,0.15856533564798792,0.15,2000
1003,0.1469067543361373,0.15,2000
1004,0.1453025039238802,0.15,2000
1005,0.15545646941470945,0.15,2000
1006,0.16063419667264173,0.15,2000
1007,0.1526877574493479,0.15,2000
1008,0.15401314536195285,0.15,2000
1009,0.15444941795766648,0.15,2000
1010,0.14920808382671025,0.15,2000
1011,0.1483916052414331,0.15,2000
1012,0.16318255687415623,0.15,2000
1013,0.1466007511443802,0.15,2000
1014,0.1695078827009764,0.15,2000
1015,0.16634077700444758,0.15,2000
1016,0.1630142385923346,0.15,2000
1017,0.15541994952090385,0.15,2000
1018,0.14441049147783336,0.15,2000
1019,0.1673890214884067,0.15,2000
1020,0.15727411310371578,0.15,2000
1021,0.1498213820865714,0.15,2000
1022,0.1441431609059763,0.15,2000
1023,0.1393642373861983,0.15,2000
1024,0.15595766551117232,0.15,2000
1025,0.14398256989955166,0.15,2000
1026,0.15202757114249843,0.15,2000
1027,0.15147595434978983,0.15,2000
1028,0.15378546916280722,0.15,2000
1029,0.14662847813979024,0.15,2000
1030,0.1410189275347292,0.15,2000
1031,0.1705086382823816,0.15,2000
1032,0.16678510909176983,0.15,2000
1033,0.13150346490375325,0.15,2000
1034,0.1645569587528134,0.15,2000
1035,0.15666169677945907,0.15,2000
1036,0.1566129459896941,0.15,2000
1037,0.15100468931332953,0.15,2000
1038,0.14833947531331712,0.15,2000
1039,0.14912602136895034,0.15,2000
1040,0.16205498594894902,0.15,2000
1041,0.14117625456689575,0.15,2000
1042,0.15431095974307657,0.15,2000
1043,0.15814203760954842,0.15,2000
1044,0.15049821738759062,0.15,2000
1045,0.14278655423158235,0.15,2000
1046,0.1530823975482236,0.15,2000
1047,0.16253903983312143,0.15,2000
1048,0.14098333212390357,0.15,2000
1049,0.14362287078457078,0.15,2000
1050,0.15290207961434998,0.15,2000
1051,0.1481491465377935,0.15,2000
1052,0.14691275370556856,0.15,2000
1053,0.14357029100934848,0.15,2000
1054,0.14774908101197717,0.15,2000
1055,0.15346434474703127,0.15,2000
1056,0.14895375818597936,0.15,2000
1057,0.16440182604945153,0.15,2000
1058,0.15962957164246697,0.15,2000
1059,0.14389669650203876,0.15,2000
1060,0.1567223016771865,0.15,2000
1061,0.1551398851255292,0.15,2000
1062,0.1480891632008229,0.15,2000
1063,0.14761074047897024,0.15,2000
1064,0.14382766956063847,0.15,2000
1065,0.16246691810726394,0.15,2000
1066,0.15839559752108737,0.15,2000
1067,0.14997984301807407,0.15,2000
1068,0.14787348541247866,0.15,2000
1069,0.14619886398478665,0.15,2000
1070,0.14624929138328424,0.15,2000
1071,0.13896509054396242,0.15,2000
1072,0.1452737792325227,0.15,2000
1073,0.1334520801797982,0.15,2000
1074,0.149952323228589,0.15,2000
1075,0.14157886830627295,0.15,2000
1076,0.14831468446840693,0.15,2000
1077,0.1663117262764064,0.15,2000
1078,0.15240953710264374,0.15,2000
1079,0.14243725264618787,0.15,2000
1080,0.14233245239634712,0.15,2000
1081,0.15375112198545873,0.15,2000
1082,0.14544054785387742,0.15,2000
1083,0.16497429081822743,0.15,2000
1084,0.13747924793469762,0.15,2000
1085,0.13648152506738348,0.15,2000
1086,0.15143283256450915,0.15,2000
1087,0.15729001339185272,0.15,2000
1088,0.16085303035462648,0.15,2000
1089,0.15816561442280996,0.15,2000
1090,0.14849524663356106,0.15,2000
1091,0.14745252789221155,0.15,2000
1092,0.1503339821082887,0.15,2000
1093,0.15387239406455486,0.15,2000
1094,0.15117720614485664,0.15,2000
1095,0.1416989235221616,0.15,2000
1096,0.15087793854633255,0.15,2000
1097,0.15670483500639465,0.15,2000
1098,0.16055775318734242,0.15,2000
1099,0.15725625863271725,0.15,2000
1100,0.16158195165351408,0.15,2000
1101,0.14571022742932016,0.15,2000
1102,0.1542988057632492,0.15,2000
1103,0.14634472314026414,0.15,2000
1104,0.15101518239624218,0.15,2000
1105,0.14212986548685058,0.15,2000
1106,0.15057210141288674,0.15,2000
1107,0.15048581654625287,0.15,2000
1108,0.14558875701672525,0.15,2000
1109,0.14592795680474321,0.15,2000
1110,0.14971902807017623,0.15,2000
1111,0.15788167652110005,0.15,2000
1112,0.14664458352790496,0.15,2000
1113,0.15956265876612324,0.15,2000
1114,0.14305220689750836,0.15,2000
1115,0.15846930618657865,0.15,2000
1116,0.144235040002811,0.15,2000
1117,0.15026811695340322,0.15,2000
1118,0.143688791640662,0.15,2000
1119,0.1605204735946881,0.15,2000
1120,0.14908820418356974,0.15,2000
1121,0.14184706054957755,0.15,2000
1122,0.1511030809424547,0.15,2000
1123,0.14604277928159246,0.15,2000
1124,0.14710526422866466,0.15,2000
1125,0.1452729749347767,0.15,2000
1126,0.1458036144813277,0.15,2000
1127,0.15140691527374392,0.15,2000
1128,0.14318761605802557,0.15,2000
1129,0.15061461103588292,0.15,2000
1130,0.1572192271318742,0.15,2000
1131,0.1306296253553594,0.15,2000
1132,0.15021977530140807,0.15,2000
1133,0.1291680383234795,0.15,2000
1134,0.15124332699644125,0.15,2000
1135,0.14847500083653373,0.15,2000
1136,0.14646253052175054,0.15,2000
1137,0.1570622590072706,0.15,2000
1138,0.14974456195408714,0.15,2000
1139,0.14948941980832145,0.15,2000
1140,0.14811259442004515,0.15,2000
1141,0.15510235592107774,0.15,2000
1142,0.1559390489534816,0.15,2000
1143,0.15061249145170397,0.15,2000
1144,0.14494926880465678,0.15,2000
1145,0.15650110424982883,0.15,2000
1146,0.1503943331827353,0.15,2000
1147,0.1375313478741341,0.15,2000
1148,0.1570012585802822,0.15,2000
1149,0.16560056062141387,0.15,2000
1150,0.14934495218218885,0.15,2000
1151,0.15374523375007934,0.15,2000
1152,0.15202847043192136,0.15,2000
1153,0.14627119239129543,0.15,2000
1154,0.13737416933935745,0.15,2000
1155,0.13438401865325886,0.15,2000
1156,0.16302928455207014,0.15,2000
1157,0.13985391377502035,0.15,2000
1158,0.1394660817556358,0.15,2000
1159,0.14423388122643688,0.15,2000
1160,0.14774655854178492,0.15,2000
1161,0.1514198005217965,0.15,2000
1162,0.14931185771032493,0.15,2000
1163,0.164816755660914,0.15,2000
1164,0.14763808927811475,0.15,2000
1165,0.14765852039827188,0.15,2000
1166,0.15100448823734855,0.15,2000
1167,0.14467863444561152,0.15,2000
1168,0.1522073688309375,0.15,2000
1169,0.14708859693049706,0.15,2000
1170,0.15449164624224296,0.15,2000
1171,0.1602603915941615,0.15,2000
1172,0.15656804970036417,0.15,2000
1173,0.17100208917167165,0.15,2000
1174,0.15225639567558302,0.15,2000
1175,0.14262245670372165,0.15,2000
1176,0.14485130760269502,0.15,2000
1177,0.15567057135140788,0.15,2000
1178,0.15270069040382092,0.15,2000
1179,0.15682980366858415,0.15,2000
1180,0.14523439614587513,0.15,2000
1181,0.14772956879775268,0.15,2000
1182,0.14958852164422093,0.15,2000
1183,0.14710884421977652,0.15,2000
1184,0.13434550102713663,0.15,2000
1185,0.15046765949081992,0.15,2000
1186,0.14334061970541895,0.15,2000
1187,0.14320236866345684,0.15,2000
1188,0.15190729069610942,0.15,2000
1189,0.1542034173665097,0.15,2000
1190,0.1626638915051277,0.15,2000
1191,0.15116425466269104,0.15,2000
1192,0.14951719245649406,0.15,2000
1193,0.1405386184111377,0.15,2000
1194,0.1414248647691059,0.15,2000
1195,0.16264551958843138,0.15,2000
1196,0.1539655214564045,0.15,2000
1197,0.16755489867726645,0.15,2000
1198,0.16076815108752363,0.15,2000
1199,0.14419162122840515,0.15,2000
1200,0.1498004973427205,0.15,2000
1201,0.15016355878331164,0.15,2000
1202,0.14463055714116935,0.15,2000
1203,0.1472739020145745,0.15,2000
1204,0.15360419427493327,0.15,2000
1205,0.17129492087780837,0.15,2000
1206,0.14612417277188128,0.15,2000
1207,0.15823632530052772,0.15,2000
1208,0.1480864126385731,0.15,2000
1209,0.1380340313007177,0.15,2000
1210,0.14337901946490608,0.15,2000
1211,0.15799058620954928,0.15,2000
1212,0.1500164901445384,0.15,2000
1213,0.15860250426043804,0.15,2000
1214,0.1506149209784389,0.15,2000
1215,0.14827548974050006,0.15,2000
1216,0.13167036851415231,0.15,2000
1217,0.1685393823251239,0.15,2000
1218,0.14680653927640117,0.15,2000
1219,0.14548117925324458,0.15,2000
1220,0.15256978300160198,0.15,2000
1221,0.14837181298008345,0.15,2000
1222,0.1525793796345739,0.15,2000
1223,0.1657866105010425,0.15,2000
1224,0.16896658478883772,0.15,2000
1225,0.15063573386806367,0.15,2000
1226,0.1400530552735318,0.15,2000
1227,0.15321866290842093,0.15,2000
1228,0.14643681621257582,0.15,2000
1229,0.16397002761515717,0.15,2000
1230,0.16093077208336842,0.15,2000
1231,0.14537532288123034,0.15,2000
1232,0.1617158836158727,0.15,2000
1233,0.15441434106499857,0.15,2000
1234,0.15969825915699257,0.15,2000
1235,0.14101689284945904,0.15,2000
1236,0.14842308130007423,0.15,2000
1237,0.14250104400509217,0.15,2000
1238,0.13705920828312113,0.15,2000
1239,0.15711847269050538,0.15,2000
1240,0.14994280522187084,0.15,2000
1241,0.14591161673547212,0.15,2000
1242,0.16199345340618312,0.15,2000
1243,0.15147404655760618,0.15,2000
1244,0.1627101651815602,0.15,2000
1245,0.14418246265134194,0.15,2000
1246,0.15973147854477038,0.15,2000
1247,0.1487106494368352,0.15,2000
1248,0.13608501928004943,0.15,2000
1249,0.14009678831813274,0.15,2000
1250,0.15030418822832775,0.15,2000
1251,0.1448145701455973,0.15,2000
1252,0.14325607087721237,0.15,2000
1253,0.13231319775919065,0.15,2000
1254,0.15389721948915883,0.15,2000
1255,0.1514030213053862,0.15,2000
1256,0.15745720278140987,0.15,2000
1257,0.15245239066043842,0.15,2000
1258,0.15150993960196557,0.15,2000
1259,0.16153604979668237,0.15,2000
1260,0.1446662600526077,0.15,2000
1261,0.14567773286056204,0.15,2000
1262,0.14214397737451961,0.15,2000
1263,0.1478360440739019,0.15,2000
1264,0.1451305234987166,0.15,2000
1265,0.14828112709301433,0.15,2000
1266,0.14812210381980762,0.15,2000
1267,0.14809374358945765,0.15,2000
1268,0.15098150893458331,0.15,2000
1269,0.15637922745415783,0.15,2000
1270,0.1478550223714722,0.15,2000
1271,0.1458599796473945,0.15,2000
1272,0.14325753570341584,0.15,2000
1273,0.1447904876946426,0.15,2000
1274,0.16950333933908315,0.15,2000
1275,0.15242193928350983,0.15,2000
1276,0.1448587000661958,0.15,2000
1277,0.14068610290381656,0.15,2000
1278,0.1456882614548965,0.15,2000
1279,0.15539817605532355,0.15,2000
1280,0.16253289049839964,0.15,2000
1281,0.14949289421569165,0.15,2000
1282,0.14645787641389313,0.15,2000
1283,0.1534397005299818,0.15,2000
1284,0.1480821196443013,0.15,2000
1285,0.1568537745357148,0.15,2000
1286,0.1512520367147419,0.15,2000
1287,0.13659238513670288,0.15,2000
1288,0.15169659049461134,0.15,2000
1289,0.16121333945262756,0.15,2000
1290,0.15932486152617836,0.15,2000
1291,0.16218555188386918,0.15,2000
1292,0.1459425321506468,0.15,2000
1293,0.14328182935249903,0.15,2000
1294,0.15535621405482034,0.15,2000
1295,0.15695080438549197,0.15,2000
1296,0.14661132541254154,0.15,2000
1297,0.14730395813757124,0.15,2000
1298,0.15050060850234423,0.15,2000
1299,0.15790304829510468,0.15,2000
1300,0.14641177501118505,0.15,2000
1301,0.16097456315911246,0.15,2000
1302,0.14848069214348514,0.15,2000
1303,0.146523435045979,0.15,2000
1304,0.1578873273229683,0.15,2000
1305,0.14808458188748114,0.15,2000
1306,0.15365347700162288,0.15,2000
1307,0.14588142381931146,0.15,2000
1308,0.15153776526758622,0.15,2000
1309,0.15253066212721914,0.15,2000
1310,0.14198471978005991,0.15,2000
1311,0.13904207450828188,0.15,2000
1312,0.153410024409192,0.15,2000
1313,0.15209535998774687,0.15,2000
1314,0.14370663138884798,0.15,2000
1315,0.1507405367768242,0.15,2000
1316,0.1546865448464954,0.15,2000
1317,0.14520425985629867,0.15,2000
1318,0.15905421718624035,0.15,2000
1319,0.16513078860963495,0.15,2000
1320,0.14534115935699676,0.15,2000
1321,0.16762959967524055,0.15,2000
1322,0.15004101746529533,0.15,2000
1323,0.15817129546382153,0.15,2000
1324,0.16578129691806065,0.15,2000
1325,0.1531527569122213,0.15,2000
1326,0.1399591280361323,0.15,2000
1327,0.15587447062947732,0.15,2000
1328,0.15586806684940704,0.15,2000
1329,0.16675883654027657,0.15,2000
1330,0.14855796771759613,0.15,2000
1331,0.15599069470480711,0.15,2000
1332,0.16090833642377303,0.15,2000
1333,0.14882784329766724,0.15,2000
1334,0.14957464813102953,0.15,2000
1335,0.1554155345771137,0.15,2000
1336,0.1501820299544145,0.15,2000
1337,0.1450089031514765,0.15,2000
1338,0.1402782691982211,0.15,2000
1339,0.1464133524293773,0.15,2000
1340,0.14837360873123315,0.15,2000
1341,0.15853796660923625,0.15,2000
1342,0.142995340083708,0.15,2000
1343,0.13836809819607726,0.15,2000
1344,0.1461882105057206,0.15,2000
1345,0.16044364693713975,0.15,2000
1346,0.1686858643433493,0.15,2000
1347,0.15173925040117692,0.15,2000
1348,0.16484950383359104,0.15,2000
1349,0.14652859040697652,0.15,2000
1350,0.16126520816487683,0.15,2000
1351,0.15522372951508961,0.15,2000
1352,0.1485861452662202,0.15,2000
1353,0.153170128888487,0.15,2000
1354,0.1399944498485347,0.15,2000
1355,0.14676384433747275,0.15,2000
1356,0.1457132031313076,0.15,2000
1357,0.14253577831460934,0.15,2000
1358,0.14839287189019224,0.15,2000
1359,0.1543419725989159,0.15,2000
1360,0.1673868409557665,0.15,2000
1361,0.14884181921153866,0.15,2000
1362,0.14797065202462553,0.15,2000
1363,0.1463447563097657,0.15,2000
1364,0.14053417565823162,0.15,2000
1365,0.13891984723205877,0.15,2000
1366,0.16305161260501458,0.15,2000
1367,0.1558718602006834,0.15,2000
1368,0.14973908891664062,0.15,2000
1369,0.1559862506183951,0.15,2000
1370,0.14527800290779,0.15,2000
1371,0.15090148446401935,0.15,2000
1372,0.1471175022771112,0.15,2000
1373,0.15255913366873217,0.15,2000
1374,0.14181614410324847,0.15,2000
1375,0.149130035385033,0.15,2000
1376,0.16686555001473555,0.15,2000
1377,0.14598433438607575,0.15,2000
1378,0.14616996558117837,0.15,2000
1379,0.1466536749985165,0.15,2000
1380,0.15160274629820875,0.15,2000
1381,0.1574248106767538,0.15,2000
1382,0.16043267713430184,0.15,2000
1383,0.14488913998498884,0.15,2000
1384,0.15901339486763605,0.15,2000
1385,0.133522927091818,0.15,2000
1386,0.15857670262757884,0.15,2000
1387,0.14784476910226232,0.15,2000
1388,0.15000412071158992,0.15,2000
1389,0.1461583134823917,0.15,2000
1390,0.1586171248084094,0.15,2000
1391,0.15565709233128253,0.15,2000
1392,0.14838715307264375,0.15,2000
1393,0.1360224619230562,0.15,2000
1394,0.14288006401624592,0.15,2000
1395,0.15874161798218991,0.15,2000
1396,0.14228645875447102,0.15,2000
1397,0.14683170020755348,0.15,2000
1398,0.16738992433126385,0.15,2000
1399,0.14440246463056972,0.15,2000
1400,0.1521869454218884,0.15,2000
1401,0.14679992569160952,0.15,2000
1402,0.139950942246473,0.15,2000
1403,0.1588657655364296,0.15,2000
1404,0.1509168347794969,0.15,2000
1405,0.14803581931335816,0.15,2000
1406,0.15842914995237112,0.15,2000
1407,0.1585844055947143,0.15,2000
1408,0.15571528170348164,0.15,2000
1409,0.14883681577896746,0.15,2000
1410,0.14934281544203445,0.15,2000
1411,0.16160038264484775,0.15,2000
1412,0.13561517618515323,0.15,2000
1413,0.15694396915602482,0.15,2000
1414,0.15621999777691664,0.15,2000
1415,0.15712077236435587,0.15,2000
1416,0.1583650223863992,0.15,2000
1417,0.13568684194222266,0.15,2000
1418,0.149121070055618,0.15,2000
1419,0.16353101724618216,0.15,2000
1420,0.15517575533364286,0.15,2000
1421,0.15447444437266272,0.15,2000
1422,0.16293696978452532,0.15,2000
1423,0.16071288802097972,0.15,2000
1424,0.1662371180308608,0.15,2000
1425,0.15637204216756573,0.15,2000
1426,0.1461861476259942,0.15,2000
1427,0.15747938499484782,0.15,2000
1428,0.14488751705579278,0.15,2000
1429,0.14561289020651055,0.15,2000
1430,0.14345900237644954,0.15,2000
1431,0.15622511176109077,0.15,2000
1432,0.14273993857902728,0.15,2000
1433,0.1416814934764873,0.15,2000
1434,0.15247751092989434,0.15,2000
1435,0.15032972143181755,0.15,2000
1436,0.14534265499811855,0.15,2000
1437,0.14913737515765463,0.15,2000
1438,0.15751846351059515,0.15,2000
1439,0.1427601003880787,0.15,2000
1440,0.14904835491018595,0.15,2000
1441,0.17264565798405837,0.15,2000
1442,0.15794622041401052,0.15,2000
1443,0.15657369295535534,0.15,2000
1444,0.1472972088864207,0.15,2000
1445,0.14790715368648094,0.15,2000
1446,0.13567666817849983,0.15,2000
